text,site_id
"Rest assured, we only track usage data for one reason: to help us understand how we can make the site work better for you, our users.",113391
"We use third-party advertising companies to serve ads when you visit our Web site. These companies may use aggregated information (not including your name, address, email address or telephone number) about your visits to this and other Web sites in order to provide advertisements about goods and services of interest to you. If you would like more information about this practice and to know your choices about not having this information used by these companies, click here http://www.networkadvertising.org/managing/opt_out.asp ",129943
"If you find this Website useful, donate as little as a $1.00 through the Amazon Honor System to help me keep it free. Paying is fast and easy: just click the Pay now button to begin. Your credit card is secure. Your privacy is protected. Either a credit card or a check card is required to make an Honor System payment. They accept Visa, MasterCard/EuroCard, Discover, American Express, Diner's Club, and JCB credit cards.",628
"  * Responses to validation questions asked for circulation audit purposes, such as year of birth or parent's first name;",15566
"As with most other websites, we collect and use the data contained in log files. The information in the log files include your IP (internet protocol) address, your ISP (internet service provider, such as AOL or Shaw Cable), the browser you used to visit our site (such as Internet Explorer or Firefox), the time you visited our site and which pages you visited throughout our site. ",54007
"  8. In addition to clause 6, IROKOtv.com website includes very small files provided by one or more advertising networks that help them more precisely to target advertising to users based on user's activity on sites within those networks. These files do not access or use information by which users can be personally identified. If you wish, you can prevent theses files from using non-personal information about you by either deleting the cookie folder in your browser or by putting your browser's privacy setting higher, but doing so will mean that you will not be presented with advertising that reflects the way that you use our, and other, websites and may well adversely affect your experience of websites that use cookies to enhance or personalise that experience. You can find out how to make these changes to your browser at this site: http://www.allaboutcookies.org/manage-cookies/""",58812
"  * •    would like us to correct, update or delete your personal information in our records",31735
Thank you for visiting the CDC web site and for reviewing CDC's Privacy Policy. CDC does not collect any personal information when you visit our web site unless you choose to provide that information. The CDC privacy policy is as follows: ,20336
"In order to address our users most frequently asked questions we've organized our privacy policy statement in a Q&A format. If you have any questions after reading this policy, please let us know.",48746
"Personal information collected by CSIRO Australia is treated as confidential and is protected by the Privacy Act 1988 [external link]. Personal information is information relating to an individual whose identity is apparent, or can reasonably be ascertained, from the information or opinion provided.",26710
Users may opt out of the use of the DART cookie by visiting the Google ad and content network privacy policy at the following URL - http://www.google.com/privacy_ads.html,70927
"  * Information such as your address, phone number, e-mail address and order contents may be shared by us with our authorized distributors for the purpose of contacting you for follow-up regarding our product. If you would prefer not to be contacted by our authorized distributors, please so indicate on the order form or contact us at webmaster@sealedair.com.",98163
"We take precautions to protect your information. When you submit sensitive information via the website, your information is protected both online and offline. ",44737
"Whenever customers apply for services or sign up for any other product or service through mobiSiteGalore, we may require financial information such as a credit card number and billing address before we will process that application. We will not sell, share or rent any financial information collected except as disclosed in this policy or as necessary to fulfill orders. ",73361
"We do not sell, trade, or rent Users personal identification information to others. We may share generic aggregated demographic information not linked to any personal identification information regarding visitors and users with our business partners, trusted affiliates and advertisers for the purposes outlined above. ",54339
"Aggregate Information and Non-Identifying Information. We may share aggregated information that includes non-identifying information and Log Data with third parties for industry analysis, demographic profiling, and to deliver targeted advertising about other products and services. Service Providers. We may employ third party companies and individuals to facilitate the our services, to provide the services on our behalf, to perform services related to administration of the Site (including, without limitation, maintenance, hosting and database management services, web analytics and administration). These third parties have access to your Personal Information only to perform these tasks on our behalf and are obligated not to disclose or use it for any other purpose. Business Transfers. We may sell, transfer or otherwise share some or all of its assets, including your Personal Information, in connection with a merger, acquisition, reorganization or sale of assets or in the event of bankruptcy.",68345
"From time to time, we or our advertisers may send a ""cookie"" to your computer. A cookie is a small piece of data that is sent to your Internet browser from a Web server and stored on your computer's hard drive. A cookie can't read data off of your computer hard disk or read cookie files created by other Web sites. Our advertisers may also use cookies to ascertain how many times you've seen an advertisement. Our advertisers and we may use this information to better personalize the content, banners, and promotions that you see on our site. You can choose whether to accept cookies by changing the settings of your Internet browser. You can reset your browser to refuse all cookies, or allow your browser to show you when a cookie is being sent. If you choose not to accept these cookies, your experience here and other web sites may be diminished and some features may not work as intended.",45807
We may change this Privacy Policy from time to time.,9691
"We may also work with third parties and use technologies that rely on Cookie Information, to recognise visitors to our website, and better deliver targeted advertising.",36854
"Users should be aware that on our affiliated websites, there are links to third party websites. If you ""click"" on a banner advertisement, a search result or another type of link contained on one of our sites, the ""click"" may result in you leaving our site and your browser being redirected to a website owned and controlled by a third party. ",31346
"  * If you do not wish to provide your personal information to us, we may not be able to provide the products and services you request, or to tell you about other products and services offered by P&G. ",25708
"We built Eventfinda to make it easy to share information with your friends and people around you. We understand you may not want to share personal details; that is why we give you control of your information. Registration requires you to choose a username, home region and email address. Your email address is never displayed to anyone on the site. Your email address may be dislayed in emails if you use Eventfinda to connect with other people, like when sending friend invites. Other personal details will only be displayed if you fill them in - the nature of social networking websites means your details will be visible to others - but only the details you choose to supply.",36858
"The sites displayed as search results or linked to by Netster.com and/or its affiliates are developed by third parties over whom The Netster® has no control. Third party affiliates or service providers, whom in some instances use complete automation, index most of the search results that appear on The Netster® results pages. The Netster® does not screen or censor any of this information, nor does The Netster® screen or censor any of the listings. The Internet is a worldwide system of computer networks in which any person can post information on their individual computer, which if connected to the Internet can be accessed by others, or, if they have permission, on the computers or computer networks of others. Today, the most popular portion of the Internet is the World Wide Web. This portion of the Internet is readily accessed with the use of a web browser. It is the goal of Netster.com to return to you the most relevant information and links to the web sites your search query has called for. However, we cannot guarantee that your search will not locate unintended or objectionable content. Further, certain materials accessible on the Internet is NOT appropriate for minors. The Netster® is concerned about your child's safety and does not accept banner advertisements containing adult content, however, has no control over your children's search queries, and the subsequent results of those queries. To limit and / or prevent your children's access to such materials, The Netster® suggest that you install commercially available hardware and/or software that has the ability to filter out such content. Such hardware / software products may be set to filter out content on weapons, sexual adult content, hate and racist content as well as violent content. They may also be set to disable chat sites, e-mail and message board forums. Netster.com and / or its affiliated companies assume no responsibility for your decision to utilize any ""hyperlinks"" to sites found on Netster.com results pages, or for the accuracy or usefulness of any materials contained in such sites. ",102197
"If we should ever file for bankruptcy or be acquired by a third party, merge with a third party, sell all or part of our assets, or otherwise transfer substantially all of our relevant assets to a third party, we are entitled to share the Personal Information and all other information you have provided through the Service to potential and subsequent business and merger partners. ",62902
"OREGONLIVE.COM uses this information to provide you with the service you have requested. For example, if you subscribe to any of our newspapers, we may use your e-mail address to send you a confirmation notice and your mailing address to send you your newspaper. Similarly, if you enter an online sweepstakes, we will use this information to notify you if you are a winner. We may also use the information to communicate with you about new features, products or services, or to improve the services that we offer by tailoring them to your needs.",83319
"  * Personal data should be relevant to the purposes for which it is to be used, and, to the extent necessary for those purposes, should be accurate, complete, and up-to-date. ",36966
"### 3.4 we may provide our advertisers or marketing consultants with aggregate information about our users, although we will not provide them with information about individuals. We may also provide aggregated and statistical information to third parties involved in maintaining or developing our website; or",49220
This notice applies to all information collected or submitted on client ticketing websites managed by UniversityTickets. On,119041
"Please be sure to read this Privacy Policy before using any Cygnus Business Media Web Site or submitting information through a Site. By using any of our Web Sites, you consent to our use of your information as outlined in this Privacy Policy and accept the terms and conditions herein. ",98623
You have the right to ask us not to process your personal data for marketing purposes. We will usually inform you (before collecting your data) if we intend to use your data for such purposes or if we intend to disclose your information to any third party for such purposes. You can exercise your right at any time by contacting us at info@oilandgasjobsearch.com,81670
"We may use your personal data for future email mailings, support, notification of new services, general correspondence regarding our services and correspondence which may relate to you. If in the future you do not wish to receive future marketing emails from us please inform us by email at unsubsrcibe@aaspaas.com. ",2372
"No employee may put any sensitive content on any insecure machine (i.e., nothing can be taken from the database and put on an insecure laptop). ",115669
"Financial Information. We or the third party billing companies acting as our authorised resellers collect financial information (such as your credit card information) on an as-needed basis to bill you for products and services you purchase through the Site and to fulfill your orders. If we have trouble processing an order, the contact information discussed above will be used to get in touch with you. We will not sell, share or rent any financial information collected from you except as necessary to fulfill your order. All financial information provided to the Site is maintained on our secure servers and similar rules are applied to our third party authorised resellers. ",43993
"We may receive Personal Information about you from other sources with which you have registered, companies who we have partnered with (collectively, ""Partners"") or other third parties. We may associate this information with the other Personal Information we have collected about you. ",48165
"All data supplied by the User to MOBPARTNER, including his IP address, are stored in MOBPARTNER’s transactional platform database, and are handled with the utmost care regarding confidentiality issues. The User guarantees that the information supplied to MOBPARTNER is accurate and up-to-date, and that any relevant change will be communicated within the best timeframe.",73385
"We collect information about you for 2 reasons: firstly, to process your order and second, to provide you with the best possible service.",10874
"HRMantra provides its service to you subject to the HRMantra software and services terms of service and this Privacy Policy, which shall be considered a part of the Terms of Service. We reserve the right to change this Privacy Policy anytime. We gather  important information from our customers and visitors. We publish this Privacy Policy to communicate how we gather and use information about our customers & visitors, how we protect it, and how you can participate in its protection. ",54096
"Specific Tatts Group websites may collect ""click stream"" information (such as areas of our websites you have accessed and the time and date of access) from your use of our websites. Tatts Group may also collect Doubleclick Adserving information (such as whether a marketing campaign has been effective) from your use of our websites.",108959
WebCreationUK endeavor to keep all personal information that they store up to date. We will amend any information we find to be inaccurate or are informed is inaccurate at our earliest convenience. ,123955
"This privacy policy applies to every page of Translation-Guide.com, and sets out how your personal information will be stored and used.",115997
"We welcome your suggestions, ideas and opinions about how we can do a better job serving you. Please contact us if you would like to provide feedback.",70543
"Unless you provide personally identifiable information to us voluntarily and knowingly Airtricity does not collect from individuals. Airtricity's collection of personal information is for specific purposes such as responding to requests for information or to provide services. Airtricity will not sell or provide your information to any third party, save where required by law to do so. However we may use this information to inform you: of goods and services that may be of interest to you; where we believe it necessary to respond to an inquiry or provide you with a service which you have requested; to implement our terms of service; to protect the rights, property or personal safety of another Airtricity user, any member of the public or Airtricity.",4977
iii. Information provided to us when you communicate with us for any reason.,124024
"We will store all the personal information you provide on our servers. Offline copies may be taken by us for data analysis, storage and retrieval. ",111040
"My Vehicle. Honda Owners/Acura Owners provides access to valuable resources like maintenance schedules,  roadside tips, FAQs, and account management.   If you choose to register for Honda Owners/Acura Owners, you will be asked to set up a Honda ID/Acura ID and password.  You will be required to submit your email address where we can send your password information, in case you forget it.  Your email address will also be used to send you any messages relating to the Communication Preferences you choose to set up; for example, you may choose to receive messages from us relating to ""general information about Honda Owners/Acura Owners, such as site updates."" You may also choose not to receive any messages at all.  You will also be asked to tell us the make, year, model, trim, color, and year purchased.  This information is used to set up your account specific to your vehicle.  You will be able to edit or delete your vehicle information any time.",53154
"  * Call our Customer Services and Fulfillment Department at (800) 843-6356 or (781) 893-3800, extension 5515 (outside the USA), or fax to (781) 893-0413.",61743
RomProvider.com may collect and use Users personal information for the following purposes:,95701
You have the following rights regarding your protected health information:   ,100568
This website and its owners use any information submitted to provide you with further information about the products / services they offer or to assist you in answering any questions or queries you may have submitted. This includes using your details to subscribe you to any email newsletter program the website operates but only if this was made clear to you and your express permission was granted when submitting any form to email process. Or whereby you the consumer have previously purchased from or enquired about purchasing from the company a product or service that the email newsletter relates to. This is by no means an entire list of your user rights in regard to receiving email marketing material. Your details are not passed on to any third parties. ,47762
"When visiting this site, the IP address used to access the site will be logged along with the dates and times of access. This information is purely used to analyze trends, administer the site, track users movement and gather broad demographic information for internal use. Most importantly, any recorded IP addresses are not linked to personally identifiable information.",58405
"By using this site, you are agreeing to and accepting the terms laid out in this Privacy Policy.  Lotus Leggings reserves the right to update or amend this Privacy Policy at any time if our practices change or are updated. If Lotus Leggings decides to make such changes to this Privacy Policy, an easily identifiable notice will be posted on the web site and/or sent to you via email, so that you will know the information that Lotus Leggings collects, how it uses that information, and the parties with whom it may share that information.",67728
"If you have any questions about this privacy policy, any concerns or a complaint regarding the treatment of your privacy or a possible breach of your privacy, please use the contact link on our website or contact our Privacy Officer using the details set out below.",92921
"Property Tracker – with agent: Once you have created a “Property Tracker” account you may associate your account with a specific sales associate. When you select an associate to be “My Agent,” the sales associate you selected will be notified that you have done so, and will be provided with your contact information so that he/she may contact you for follow-up. The agent may also access details about your property search criteria, and lists of specific properties you have viewed through the John L. Scott Real Estate web site. In selecting an associate as “My Agent” you agree that your use of the John L. Scott Real Estate web site does not, in and of itself, create an agency relationship between you and the sales associate, or with any John L. Scott Real Estate brokerage company. However, further interactions between you and the sales associate (including contacts via e-mail, phone or in person) may result in establishing an agency relationship under the laws of your state, or the state where the agent is located. NOTE: if your browser settings do not allow cookies, you will not be able to take advantage of the “My Agent” features. See below for more details about cookies.",60865
"Thank you for visiting www.asknumbers.com. We respect your privacy and committed to protect your privacy while online at our site. This privacy policy tells you how we use personal information collected at this site. Please read this privacy policy before using the site. By using the site, you are accepting the practices described in this privacy policy. The following discloses the information gathering practices for this web site. ",9450
"Google, as a third party vendor, uses cookies to serve ads on your site. Google's use of the DART cookie enables it to serve ads to your users based on their visit to your sites and other sites on the Internet. Users may opt out of the use of the DART cookie by visiting the Google ad and content network privacy policy.",19390
"When you view and create Twitter content on TwitIQ.com, we will record keywords to build your interest profile. ",117794
"Our web site has links to other federal agencies. In a few cases we may link to private organizations. When you link to another site, you are no longer on our site and are subject to the privacy policy of the new site.",34414
"Though TechConnect will take reasonable measures to ensure that users under the age of 13 do not disclose their private information without first obtaining parental consent, the site cannot guarantee the protection of young users who choose not to disclose their age and who do not follow the requirements set forth by COPA.  ",109067
"To provide you with an increased level of security online, access to your personal information on our website will be protected with a password you select. We strongly recommend that you do not disclose your password to anyone. We will never ask you for your password in any unsolicited communication.",83562
"The OPLIN Web site uses Web ""cookies"" only when necessary to complete a transaction, and then only temporarily. OPLIN does not use persistent cookies.",65436
Please read this Policy carefully before providing personal information to SSP.,97746
LoyalBlocks forms a community around each of its vendors. You may post photos to your community or share text posts. The administrator of the community is LoyalBlocks and a person authorized in behalf of the vendors owner. Such administrator may delete content from the community or post it on third party services communities (e.g. Facebook) ,67931
You have the option of disabling your computers ability to accept or transmit cookies. This will prevent us from gathering certain non-personally identifiable information from you. You also have the option of removing yourself from any email distribution list that you may have signed up for.,30203
"In order to purchase a subscriptions or Digital Dollhouse Coins (ddCoins), Digital Dollhouse requires purchasers to provide first name, last name, street address, city, state, country, and postal code along with valid credit card number and owner’s name. ",29988
"Storm Digital Company (PopUnderTOTAL) provides advertising technology solutions (""Technology"") that enables media companies, online advertisers, and web publishers to buy, sell, and measure the the effectiveness of their advertising campaigns. This privacy policy (""Privacy Policy"") explains how personal information is collected, used, and disclosed by PopUnderTOTAL with respect to your use of the websites located at http://PopUnderTOTAL.com (the ""Site"") and how personal information is collected, used, and processed through the Technology on behalf of the online advertisers, publishers, business partners, and other businesses that use PopUnderTOTAL's services (""Clients"").",88565
Conference registrants will be asked to provide contact information. We will use this information to communicate with you about conferences and your registration.,4771
If you have any question concerning our policy please contact us at,51561
  8. Links. Our Sites and Services may contain links to other websites. We are not responsible for the privacy practices of any such other websites and urge you to review such practices prior to submitting any information to such websites.,89017
"Your browser may tell you how to be notified when you receive certain types of cookies or how to restrict or disable certain types of cookies. Please note, however, that without cookies you may not be able to use all of the features of our online services. For mobile devices, you can manage how your device and browser share certain device data by adjusting the privacy and security settings on your mobile device.",95136
"Thank you for visiting calculateforfree.com.. Your privacy is very important to us. Simply stated, our policy is to collect no personal information about you when you visit the calculateforfree Web site, unless you affirmatively choose to make such information available to us. ",18719
If you wish to no longer get messages from our system you will need to log in to your account and navigate to your setting page. The url of the settings page is http://www.chessmaniac.com/webchess/configure.php From this page you can opt out of the email move notification system by selecting the correct option. ,21399
"You can turn off all cookies if you prefer not to receive them. You can also have your computer warn you whenever cookies are being used. For both options you must adjust your browser settings. Please note than when you set your computer to reject cookies, the settings may limit the functionality of the website you visit and it is possible that you will not have access to some of the features on the website.",3515
"  * to respond to your emails, submissions, comments, requests or complaints; ",3483
We respect your privacy. This is why we have taken the time to disclose our information collection practices and our privacy policy. Please take the time to review this document.,24866
"Personally identifiable information that Users provide upon registration as a member of the fan club of an Artist (as defined in the Terms and Conditions of Use) may be revealed to the Artist's Parent (as defined in the Terms and Conditions of Use) but not to any third parties. The first name (that is, whatever name a member types into the ""first name"" field in the fan club enrollment) and relationship to the Artist may be posted alongside artwork to enable Artists and Parents to see all who have joined the fan club and seen the artwork.",9115
This Privacy Policy outlines the type of Personal Information and other information that is collected through one or all of the Sites and how that information is used and protected.,88139
"Sparx welcomes your comments regarding this privacy statement. If you have questions about this statement or believe that we have not adhered to it, please contact us on support@sparxsystems.com",104293
You may opt-out of receiving personal messages from specific Users by changing the notification settings under the “Account” tab after you log on to MeetGadget Unregistered Users who receive e-mails from us may also opt-out of receiving further e-mails by following the instructions contained in our e-mails.,71122
  * OneLook® Web sites do not use anonymous identifiers (cookies). ,82194
"We may place a text file called a ""cookie"" in the browser files of your computer. The cookie itself does not contain Personal Information although it will enable us to relate your use of this site to information that you have specifically and knowingly provided. A cookie can't read data off your hard disk or read cookie files created by other sites. We use cookies to track user traffic patterns (as described above).",90034
6\. Unauthorized attempts to upload information or change information on this service are strictly prohibited and may be punishable under the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act of 1993.,27966
"  * If you reside in India you are contracting with eBay Singapore Services Pte Ltd, 10 Collyer Quay, #10-01 Ocean Financial Centre, Singapore 049315;",33700
"There are many misconceptions about Cookies, some of which we will try to address in this policy. Cookies cannot erase your hard drive or otherwise damage your computer and do not tell us an e-mail address or any other PII. We do not and cannot use Cookies or web beacons to retrieve PII from your computer. Most internet browsers and browser add-ons allow you to adjust their settings to allow you to automatically refuse Cookies either generally or from specific sites. To adjust these settings, we suggest that you contact the supplier of your browser and browser add-ons for more information. ",102429
We are committed to conducting our business in accordance with these principles in order to ensure that the confidentiality of personal information is protected and maintained.,50642
If you supply us with your postal address on-line you will only receive the information for which you provided us your address. ,42972
It is your choice whether to receive emails or special offers from us or others. The following section provides you with this choice. Please note the default settings.,20392
These parties are not allowed to use personally identifiable information except for the purpose of providing these services.,51909
"When you register for a Outshine Solutions event or services, we ask that you provide basic contact information such as your name, address, and email address. In addition, other questions specifically for an event might be asked and recorded so as to better equip the event hosts for customizing their event.",83745
"Please take the time to review the terms of this Policy.  By using this Site, you agree to accept the terms provided.",21470
You can unsubscribe permanently from ApexSQL Newsletter by clicking on the link at the bottom of any newsletter you receive.,7626
We do not collect any customer information. Please see our payment processor's Privacy Policy concerning collected information.,122508
We capture industry standard information solely for the purposes of analysis. Information contained in log files is intended for internal use only and will not be disclosed to our Partners. The aggregate logged information is not linked to any personally identifiable information. ,10481
"Personal information collected by the VirtualSPORTS Dream Team is used for the purposes as stated on its collection, such as entry into its various games and competitions, subscription to newsletters, entry to contests and giveaways, submission of content to chat and discussion forums, etc. The VirtualSPORTS Dream Team uses industry standard systems, software and encryption whenever possible and appropriate as means of precaution to keep the information disclosed secure. Wherever possible, the VirtualSPORTS Dream Team requests only the minimal required information. However, the VirtualSPORTS Dream Team cannot be held responsible for any breach of security. The VirtualSPORTS Dream Team may also link to a wide variety of other sites and contain advertisements of third parties. We are not responsible for their privacy policies or how they treat information about their users. ",121849
"In order to best serve our customers, we may send updates that contain important information about our products and services. For example, we send new members a welcoming message and verify password and username for our password-protected web sites. We may also communicate with a customer to provide requested services and for account-related issues via e-mail, phone or regular mail. In addition to such service and product-essential messages, we offer our customers the option to receive information about our company, related products, services and special deals. Users, however, can choose not to receive these communications from us, as set forth in the ""Preferences"" section below.",27315
"We reserve the right to edit or remove comments left on this website at our sole discretion. If provided, site URLs (along with all other information) are published along with comments. Commentator email addresses are required with the submission of comments but are not disclosed, as long as the commentator does not enter their e-mail address directly into the main comment area in addition to the box supplied for their e-mail address.",28906
Privacy features are available on Wireless location-based services we provide.   ,122731
"The natural person, legal person, public administration or any other body, association or organization with the right, also jointly with another Data Controller, to make decisions regarding the purposes, and the methods of processing of Personal Data and the means used, including the security measures concerning the operation and use of this Application. The Data Controller, unless otherwise specified, is the Owner of this Application.",106004
"Our privacy policy is targeted at one central goal and that is to keep the information that we ask in our site ""astrogyan.com"" during registration. This statement is designed to clearly highlight our strong commitment to your privacy. The following discloses our information collection and dissemination practices for our website as above:",9639
"To opt out of having us collect your online behavior for advertising purposes, please visit our Ad Choices policy here.",22610
"  * (13) If you use a The Bookseller website certain information is automatically collected so that delivery can be made of the service. Cookies may be stored on your machine by your browser. You can set your browser to disable cookies, but then you might find some website features will not work.",111119
"Please be advised that Highmark Health's Consumer Platforms are intended for general audience Users. Our Consumer Platforms are not directed at children under the age of 13, nor do we make attempts to collect, use, or disclose information from children under the age of 13. Highmark Health complies with all applicable state laws governing advertising and marketing to children, including the Delaware Online Privacy Protection Act, which prohibits marketing to children under the age of 18. ",52169
We only collect personally identifiable information from our visitors 13 years old or above when such visitors voluntarily submit such information.,97631
"You can review, correct, or change the information collected during registration for any of our sites. The instructions for doing this can be found in our member-services areas. Users may change information at any time and as often as necessary. Users who are experiencing problems with our services or who have questions about how our services work can contact us using e-mail addresses at the bottom of this page.",98206
"  * We also use this information to allow our advertisers to target particular groups based on particular users’ general trends, i.e. this page, X, is the most popular page for first year law students;",5433
"You can register with our website if you have questions, concerns, or would like to receive more information on our company. Such addresses are not used for any other purpose and are not shared with outside parties. We never use or share the personally identifiable information provided to us online in ways unrelated to the ones described above without also providing you an opportunity to opt-out or otherwise prohibit such unrelated uses.",42320
"All emails contain an unsubscribe link which can be used to opt-out. Alternatively, you can email customerservice@kuhl-usa.com to be removed from any mailing list. With respect to cookies: We do use cookies on the KÜHL® USA web site to store certain login details to make future visits quicker and easier for you.",63755
"If Coupon Tweet receives personal information from a third party that is not in conjunction with a service offered on our site, the use and disclosure of such information is governed by the agreement (if any) between Coupon Tweet and such third party. ",25648
  * request to amend your health record as provided by applicable law,99880
"We may use your personal information, combined with publicly available data and demographic data,to maintain our customer database and carry out internal analysis of the usage of our products and services. This is done to improve those services, develop new products and predict future customer behavior, as part of our legitimate interests as a commercial organisation. This may include automated profiling and campaign management techniques.",43369
"Protecting children from adult content is especially important. For that reason, AE Media Group does not knowingly collect or maintain personally identifiable information or non-personally-identifiable information on the Butt Fucking Bunch site from persons under 18 years of age, and no part of our website is directed to persons under 18, or legal age according to state law. If you are under 18 years of age, then please do not use or access the Butt Fucking Bunch site at any time or in any manner. If AE Media Group learns that personally identifiable information of persons under 18 years of age has been collected, appropriate steps will be taken to delete this information. ",18136
"Some of our advertisers occasionally serve you cookies as well. We do not have control over cookies placed by advertisers. We may use advertising service vendors to help present advertisements on the website.  These vendors may use cookies, web beacons, or similar technologies to serve you advertisements tailored to interests you have shown by browsing on this and other sites you have visited, to determine whether you have seen a particular advertisement before and to avoid sending you duplicate advertisements. In doing so, these vendors may collect non-personal data such as your browser type, your operating system, Web pages visited, time of visits, content viewed, ads viewed, and other clickstream data. The use of cookies, web beacons, or similar technologies by these advertising service vendors is subject to their own privacy policies, not ours, and Service Provider disclaims all liability in connection therewith.",33961
Most advertisements on Steves-Templates.com are provided by outside advertisement companies and may contain cookies. These cookies are collected by their respective companies and are not accessible to Steves-Templates.com.,105983
"You may unsubscribe to Bungie newsletters by following the instructions in the newsletter you receive. If your e-mail address has changed and you would like to continue to receive Bungie newsletters, you will need to sign-up again for the newsletter on this Web site with your new e-mail address.",17828
"To learn more about how to manage your preferences regarding our cookie-based advertising, please see the “Cookie Management” section in our Cookie Notice below.",127621
Journeyetc.com takes your privacy seriously. This privacy policy describes what personal information we collect and how we use it.,61167
This statement discloses the privacy policies and practices of Sportsman's Warehouse. Your use of the Sportsman's Warehouse website indicates your acceptance of the provisions in this Privacy Policy. ,104847
"Some of our advertisers occasionally serve you cookies as well. We do not have control over cookies placed by advertisers. We may use advertising service vendors to help present advertisements on the website. These vendors may use cookies, web beacons, or similar technologies to serve you advertisements tailored to interests you have shown by browsing on this and other sites you have visited, to determine whether you have seen a particular advertisement before and to avoid sending you duplicate advertisements. In doing so, these vendors may collect non-personal data such as your browser type, your operating system, Web pages visited, time of visits, content viewed, ads viewed, and other clickstream data. The use of cookies, web beacons, or similar technologies by these advertising service vendors is subject to their own privacy policies, not ours, and UKCelebrityGossip.com disclaims all liability in connection therewith.",118383
"  * FitDay also stores the information you enter about foods, activities, goals, and all other information collected in the online forms. ",40540
"When you are on a CWahi site and are asked for personal information, you are sharing that information with CWahi alone, unless we specifically state otherwise. At times we may introduce a ""co-branded"" service or promotion to you in conjunction with a sponsor or partner company, and at that time it may be necessary for us to share your personal information with the sponsor or partner. If you do not want your data to be shared, you can choose not to allow the transfer by not using that particular service or participate in that promotion. ",27189
"You should know that credit bureaus are permitted to sell your name, address and other contact information to companies that wish to market to you their credit or insurance products or services.",40847
    * the domain name and host from which you access the Internet and the Internet address of the site from which you direct-linked to ours; ,34608
"You provide us most information when you search, buy, post, participate in a contest or questionnaire, or communicate with customer service. For example, you provide information when you search for a product; place an order through this store; provide information in your Account Dashboard (and you might have more than one if you have used more than one e-mail address when shopping with us) or communicate with us by phone, e-mail, or otherwise; complete a questionnaire or a contest entry form; use our services such as My Shopping Lists, On the Dot™ subscriptions and your Promotion Bank; and provide and rate Reviews. As a result of those actions, you might supply us with such information as your name, address, and phone numbers; credit card information; people to whom purchases have been shipped, including addresses and phone number; e-mail addresses of your friends and other customers; content of reviews and e-mails to us; personal description and photograph in your Account information or profile; and financial information, including Social Security and driver's license numbers.",49409
"  4. There will no longer be a minimum investment amount. However, if a customer’s account balance is $0 (being 0 units), they will not have an interest in the Fund.",124922
"  * to identify your product and service preferences, so we can create more products that you will enjoy ",47635
"Torrance Unified School District does not sell, rent or lease its customer lists to third parties. Torrance Unified School District may, from time to time, contact you on behalf of external business partners about a particular offering that may be of interest to you. In those cases, your unique personally identifiable information (email, name, address, telephone number) is not transferred to the third party. In addition, Torrance Unified School District may share data with trusted partners to help us perform statistical analysis, send you email or postal mail, provide customer support, or arrange for deliveries. All such third parties are prohibited from using your personal information except to provide these services to Torrance Unified School District, and they are required to maintain the confidentiality of your information.",117334
"This policy covers how Advertising 365 treats personal information that Advertising365 collects and receives, including information related to your past use of Advertising365 products and services. Personal information is information about you that is personally identifiable like your name, address, email address, or phone number, and that is not otherwise publicly available. ",4109
